id,name,country,city,rank_world,intake_seasons,ielts_min,pte_min,toefl_min,gpa_requirement,tuition_fees,tuition_min_usd,tuition_max_usd,application_fee,documents_required,deadlines,official_website,admissions_page,notes,status
78,University of Hamburg,Germany,Hamburg,205,Fall/Spring,6.5,62,90,Program dependent,"EUR 0-3,000/semester (public)",1500,3500,No fee / varies,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, APS certificate, Visa block account for study permit",Winter: Jul | Summer: Jan,https://www.uni-hamburg.de,https://www.uni-hamburg.de/en/studieren.html,Major port-city university,approx
79,Friedrich-Alexander University (FAU) Erlangen-Nurnberg,Germany,Erlangen,224,Fall/Spring,6.5,62,90,Program dependent,"EUR 0-3,000/semester (public)",1500,3500,No fee / varies,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, APS certificate, Visa block account for study permit",Winter: Jul | Summer: Jan,https://www.fau.eu,https://www.fau.eu/study,Strong engineering cluster,approx
80,Universiti Malaya (UM),Malaysia,Kuala Lumpur,60,Fall/Spring,6.0,50,80,65%+ (STPM/Matriculation),"MYR 45,000-60,000/year (international)",10500,14000,MYR 200,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Intake: Oct | Feb,https://www.um.edu.my,https://study.um.edu.my,Top Malaysian public university,approx
81,Universiti Kebangsaan Malaysia (UKM),Malaysia,Bangi,138,Fall/Spring,6.0,50,80,65%+,"MYR 40,000-55,000/year (international)",9000,13000,MYR 150,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Intake: Oct | Feb,https://www.ukm.my,https://www.ukm.my/portal/study-at-ukm,Public research university,approx
82,Monash University Malaysia,Malaysia,Subang Jaya,37,Fall/Spring,6.5,58,79,70%+,"MYR 55,000-80,000/year",13000,18500,MYR 300,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Intake: Feb | Jul | Oct,https://www.monash.edu.my,https://www.monash.edu.my/study,Australian degree in Malaysia; lower cost,approx
83,Taylor's University,Malaysia,Subang Jaya,251,Fall/Spring,6.0,50,79,65%+,"MYR 50,000-80,000/year",11500,18500,MYR 300,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Intake: Jan | Mar | Aug,https://taylors.edu.my,https://university.taylors.edu.my,Top private Malaysian university,approx
84,UCSI University,Malaysia,Kuala Lumpur,265,Fall/Spring,5.5,42,61,60%+,"MYR 40,000-65,000/year",9000,15000,MYR 250,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Intake: Jan | May | Sep,https://www.ucsiuniversity.edu.my,https://www.ucsiuniversity.edu.my,Good music and medical programs,approx
85,INTI International University,Malaysia,Nilai,551,Fall/Spring,5.5,42,61,60%+,"MYR 35,000-55,000/year",8000,13000,MYR 200,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Intake: Jan | Apr | Aug,https://newinti.edu.my,https://newinti.edu.my,Twinning programs with UK/AU unis,approx
86,Universiti Teknologi Malaysia (UTM),Malaysia,Johor Bahru,181,Fall/Spring,6.0,50,80,65%+,"MYR 40,000-55,000/year (international)",9000,13000,MYR 150,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Intake: Oct | Feb,https://www.utm.my,https://www.utm.my/international,Engineering-focused public university,approx
87,Universiti Putra Malaysia (UPM),Malaysia,Serdang,132,Fall/Spring,6.0,50,80,65%+,"MYR 40,000-55,000/year (international)",9000,13000,MYR 150,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Intake: Oct | Feb,https://www.upm.edu.my,https://www.upm.edu.my,Agriculture and engineering strengths,approx
88,Trinity College Dublin (TCD),Ireland,Dublin,87,Fall/Spring,6.5,62,90,70%+ (competitive),"EUR 20,000-30,000/year (non-EU)",22000,33000,EUR 55,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Fall: Apr,https://www.tcd.ie,https://www.tcd.ie/study,Ireland's oldest university,approx
89,University College Dublin (UCD),Ireland,Dublin,126,Fall/Spring,6.5,62,90,65%+,"EUR 18,000-26,000/year (non-EU)",20000,29000,EUR 50,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Fall: Apr (rolling),https://www.ucd.ie,https://www.ucd.ie/study,Largest Irish university,approx
90,University of Galway,Ireland,Galway,273,Fall/Spring,6.5,60,88,65%+,"EUR 15,000-22,000/year (non-EU)",16500,24000,EUR 45,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Fall: Jun (rolling),https://www.universityofgalway.ie,https://www.universityofgalway.ie/study,Coastal campus in west Ireland,approx
91,University College Cork (UCC),Ireland,Cork,300,Fall/Spring,6.5,60,88,65%+,"EUR 15,000-22,000/year (non-EU)",16500,24000,EUR 45,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Fall: Jun (rolling),https://www.ucc.ie,https://www.ucc.ie/en/study,Strong pharma and food science,approx
92,Dublin City University (DCU),Ireland,Dublin,351,Fall/Spring,6.5,60,88,65%+,"EUR 14,000-20,000/year (non-EU)",15500,22000,EUR 45,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Fall: Apr (rolling),https://www.dcu.ie,https://www.dcu.ie/study-at-dcu,Industry-focused,approx
93,University of Limerick,Ireland,Limerick,426,Fall/Spring,6.5,60,88,65%+,"EUR 14,000-20,000/year (non-EU)",15500,22000,EUR 45,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Fall: Jun (rolling),https://www.ul.ie,https://www.ul.ie/study,Co-op education tradition,approx
94,University of Auckland,New Zealand,Auckland,65,Fall/Spring,6.5,58,90,70%+,"NZD 35,000-45,000/year",21000,27000,NZD 85,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters, Confirmation of Enrolment (CoE)",Intake 1: Nov | Intake 2: Apr,https://www.auckland.ac.nz,https://www.auckland.ac.nz/en/study.html,Largest NZ university,approx
95,University of Otago,New Zealand,Dunedin,214,Fall/Spring,6.5,58,90,70%+,"NZD 30,000-40,000/year",18000,24000,NZD 85,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters, Confirmation of Enrolment (CoE)",Intake 1: Nov | Intake 2: Apr,https://www.otago.ac.nz,https://www.otago.ac.nz/study,Strong health sciences,approx
96,Victoria University of Wellington,New Zealand,Wellington,241,Fall/Spring,6.5,58,90,65%+,"NZD 30,000-40,000/year",18000,24000,NZD 85,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters, Confirmation of Enrolment (CoE)",Intake 1: Nov | Intake 2: Apr,https://www.wgtn.ac.nz,https://www.wgtn.ac.nz/study,Capital city campus,approx
97,University of Canterbury,New Zealand,Christchurch,261,Fall/Spring,6.5,58,90,65%+,"NZD 30,000-40,000/year",18000,24000,NZD 85,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters, Confirmation of Enrolment (CoE)",Intake 1: Nov | Intake 2: Apr,https://www.canterbury.ac.nz,https://www.canterbury.ac.nz/study,Engineering and Antarctic research,approx
98,Massey University,New Zealand,Palmerston North,361,Fall/Spring,6.0,50,80,60%+,"NZD 28,000-38,000/year",17000,23000,NZD 85,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters, Confirmation of Enrolment (CoE)",Intake 1: Nov | Intake 2: Apr,https://www.massey.ac.nz,https://www.massey.ac.nz/study,Agriculture and aviation,approx
99,American University of Sharjah (AUS),UAE,Sharjah,484,Fall/Spring,6.5,58,79,80%+ (high school),"USD 20,000-25,000/year",20000,25000,AED 500,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters, SAT/ACT (program dependent)",Fall: Jun | Spring: Nov,https://www.aus.edu,https://www.aus.edu/admission,US-style education in UAE,approx
100,Khalifa University,UAE,Abu Dhabi,230,Fall/Spring,6.5,62,90,85%+ (science stream),"AED 20,000-30,000/year (most get full scholarships)",15000,22000,AED 300,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr | Spring: Oct,https://www.ku.ac.ae,https://www.ku.ac.ae/admissions,Graduate programs often fully funded,approx
101,University of Sharjah,UAE,Sharjah,352,Fall/Spring,6.0,50,80,75%+,"AED 35,000-50,000/year",9500,14000,AED 300,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Jul | Spring: Dec,https://www.sharjah.ac.ae,https://www.sharjah.ac.ae/en/Admission,Largest non-profit UAE university,approx
102,University of Dubai,UAE,Dubai,1001,Fall/Spring,6.0,50,80,70%+,"AED 45,000-60,000/year",12500,16500,AED 400,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Aug | Spring: Jan,https://www.ud.ac.ae,https://www.ud.ac.ae,Business and IT focus,approx
103,National University of Singapore (NUS),Singapore,Singapore,8,Fall/Spring,6.5,62,92,Top 10% of cohort,"SGD 35,000-40,000/year (tuition grant eligible)",47000,54000,SGD 20,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Feb (varies),https://www.nus.edu.sg,https://www.nus.edu.sg/oam,Top Asian university; government tuition grants,approx
104,Nanyang Technological University (NTU),Singapore,Singapore,12,Fall/Spring,6.5,62,92,Top 10% of cohort,"SGD 32,000-38,000/year",43000,51000,SGD 20,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Feb (varies),https://www.ntu.edu.sg,https://www.ntu.edu.sg/admissions,Strong engineering,approx
105,Singapore Management University (SMU),Singapore,Singapore,585,Fall/Spring,6.5,62,92,Top 10% of cohort,"SGD 30,000-35,000/year",40000,47000,SGD 20,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Feb (varies),https://www.smu.edu.sg,https://admissions.smu.edu.sg,Business school focus,approx
106,Singapore University of Technology and Design (SUTD),Singapore,Singapore,440,Fall/Spring,6.5,60,90,Top 15% of cohort,"SGD 28,000-33,000/year",38000,44500,SGD 15,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Mar (varies),https://www.sutd.edu.sg,https://www.sutd.edu.sg/Admissions,MIT-collaborated design-tech university,approx
107,Delft University of Technology (TU Delft),Netherlands,Delft,49,Fall/Spring,6.5,62,90,Strong math/science record,"EUR 12,000-18,000/year (non-EU)",13000,20000,EUR 100,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Intake 1: Jan (close),https://www.tudelft.nl,https://www.tudelft.nl/en/education/admission,Top engineering in EU,approx
108,University of Amsterdam (UvA),Netherlands,Amsterdam,55,Fall/Spring,6.5,62,90,70%+ (competitive),"EUR 10,000-15,000/year (non-EU)",11000,16500,EUR 100,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Intake 1: Jan | Intake 2: Apr,https://www.uva.nl,https://www.uva.nl/en/study,Strong social sciences,approx
109,Eindhoven University of Technology (TU/e),Netherlands,Eindhoven,136,Fall/Spring,6.5,62,90,Strong math/science record,"EUR 12,000-16,000/year (non-EU)",13000,18000,EUR 100,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Intake 1: Jan (close),https://www.tue.nl,https://www.tue.nl/en/education,Philips-born tech campus,approx
110,University of Groningen,Netherlands,Groningen,159,Fall/Spring,6.5,62,90,70%+,"EUR 10,000-14,000/year (non-EU)",11000,15500,EUR 100,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Intake 1: Jan | Intake 2: May,https://www.rug.nl,https://www.rug.nl/education,International community,approx
111,Lahore University of Management Sciences (LUMS),Pakistan,Lahore,701,Fall/Spring,6.5,58,88,70%+ (FSc/HSSC),"PKR 1,200,000-1,500,000/year",4200,5200,"PKR 5,000","Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Jan (rolling),https://lums.edu.pk,https://lums.edu.pk/admissions,Top private Pakistani university,approx
112,National University of Sciences and Technology (NUST),Pakistan,Islamabad,651,Fall/Spring,6.5,58,88,70%+ (FSc/HSSC),"PKR 500,000-800,000/year",1800,2800,"PKR 3,000","Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr (rolling),https://www.nust.edu.pk,https://www.nust.edu.pk,Leading engineering university,approx
113,Institute of Business Administration (IBA),Pakistan,Karachi,851,Fall/Spring,6.5,58,88,70%+ (FSc/HSSC),"PKR 900,000-1,200,000/year",3200,4200,"PKR 3,000","Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr (rolling),https://www.iba.edu.pk,https://www.iba.edu.pk,Business and CS strength,approx
114,Politecnico di Milano,Italy,Milan,111,Fall/Spring,6.0,50,80,70%+ (math/science),"EUR 3,800/year (non-EU, capped)",4200,6000,EUR 50,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Fall: Mar | Spring: Jul,https://www.polimi.it,https://www.polimi.it/en/international-prospective-students,Top Italian engineering school; low fees,approx
115,University of Bologna,Italy,Bologna,133,Fall/Spring,6.0,50,80,65%+,"EUR 2,500-4,500/year (non-EU)",2800,5000,EUR 30,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Fall: Apr (varies),https://www.unibo.it,https://www.unibo.it/en/teaching,World's oldest university,approx
116,Sapienza University of Rome,Italy,Rome,132,Fall/Spring,6.0,50,80,65%+,"EUR 2,000-3,500/year (non-EU)",2200,4000,EUR 30,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Fall: Apr (varies),https://www.uniroma1.it,https://www.uniroma1.it/en/pagina-strutturale/admissions,Large historic university,approx
117,Sorbonne University,France,Paris,63,Fall/Spring,6.5,58,85,65%+ (sciences stream),"EUR 3,000-10,000/year (non-EU)",3300,11000,EUR 30,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Fall: Apr (varies),https://www.sorbonne-universite.fr,https://www.sorbonne-universite.fr/en,Strong in sciences and medicine,approx
118,Ecole Polytechnique (ParisTech),France,Palaiseau,38,Fall/Spring,7.0,65,95,Top 5% of cohort,"EUR 15,000-20,000/year",16500,22000,EUR 90,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Fall: Nov (competitive),https://www.polytechnique.edu,https://www.polytechnique.edu/en,Elite engineering grand ecole,approx
119,Universite PSL (Paris Sciences et Lettres),France,Paris,24,Fall/Spring,6.5,58,90,70%+,"EUR 4,000-12,000/year (non-EU)",4400,13200,EUR 30,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Fall: Apr (varies),https://psl.eu,https://psl.eu/en,College de France cluster,approx
120,ETH Zurich,Switzerland,Zurich,7,Fall/Spring,7.0,66,100,Top 10% of cohort,"CHF 1,300/year (public)",1500,2000,CHF 100,"Academic transcripts, English proficiency, Passport copy, Personal statement, Reference letters, CAS for visa",Fall: Apr (varies),https://ethz.ch,https://ethz.ch/en/studies.html,World-class STEM at tiny cost,verified
